EOSUSDT,SUSHIUSDT,BALUSDT,KNCUSDT,SRMUSDT,ENJUSDT,ZRXUSDT,QTUMUSDT,ATOMUSDT,IOTAUSDT,WAVESUSDT,ADAUSDT,BCHUSDT,XTZUSDT,BNBUSDT,IOSTUSDT,HNTUSDT,ETCUSDT,XMRUSDT,YFIUSDT,ZECUSDT,ETHUSDT,BZRXUSDT,BATUSDT,ALGOUSDT,DOGEUSDT,RLCUSDT,TRXUSDT,STORJUSDT,SNXUSDT,AVAXUSDT,XLMUSDT,NEOUSDT,MKRUSDT,DASHUSDT,THETAUSDT,KAVAUSDT,UNIUSDT,RUNEUSDT,LINKUSDT,DEFIUSDT,COMPUSDT,SOLUSDT,BTCUSDT,OMGUSDT,ICXUSDT,BLZUSDT,FTMUSDT,YFIIUSDT,LTCUSDT,BANDUSDT,XRPUSDT,SXPUSDT,CRVUSDT,DOTUSDT,EGLDUSDT,VETUSDT,ONTUSDT,TRBUSDT,ZILUSDT,LENDUSDT,FLMUSDT
2.635,0.8285,15.466,0.97209,1.3686,0.15394,0.3925,2.345,5.208,0.2664,2.4171,0.09978,237.48,2.216,28.358,0.005744,1.3080,5.271,116.87,18110.7,63.92,364.84,0.1475,0.2228,0.3254,0.002654,0.8272,0.02628,0.5230,4.239,4.1563,0.07562,17.469,561.08,67.37,0.7247,2.1073,3.3500,0.5218,10.381,542.0,113.85,2.5474,11055.82,3.4967,0.3951,0.10579,0.030907,2185.0,47.80,6.3661,0.2515,1.3576,0.624,4.322,7.871,0.011577,0.5921,19.832,0.01995,0.4938,0.2981
2.629,0.8087,15.204,0.95835,1.3464,0.15341,0.3872,2.326,5.150,0.2651,2.3952,0.09913,236.31,2.188,28.321,0.005686,1.2699,5.238,115.85,18293.4,63.41,363.48,0.1438,0.2220,0.3243,0.002640,0.8202,0.02626,0.5195,4.110,4.1613,0.07493,17.285,562.58,66.94,0.7206,2.1024,3.2883,0.5128,10.236,535.4,112.88,2.5079,11045.99,3.4306,0.3938,0.10470,0.030754,2151.1,47.77,6.2696,0.2503,1.3385,0.611,4.287,7.832,0.011480,0.5888,19.229,0.01987,0.4881,0.2860
2.626,0.8115,15.110,0.95721,1.3291,0.15345,0.3864,2.325,5.157,0.2645,2.3803,0.09917,236.29,2.183,28.204,0.005671,1.2728,5.230,116.86,17962.6,63.29,363.30,0.1413,0.2219,0.3248,0.002638,0.8161,0.02620,0.5169,4.048,4.1566,0.07457,17.302,562.32,66.99,0.7179,2.0896,3.3133,0.4930,10.244,532.5,111.58,2.4901,11034.15,3.4436,0.3929,0.10431,0.030792,2137.1,47.66,6.2623,0.2505,1.3331,0.604,4.287,7.795,0.011455,0.5890,18.804,0.01978,0.4878,0.2864
2.630,0.8155,14.996,0.95057,1.3354,0.15408,0.3873,2.321,5.167,0.2645,2.3897,0.09987,236.45,2.183,28.249,0.005720,1.2734,5.226,116.36,17924.7,63.40,363.64,0.1448,0.2224,0.3287,0.002648,0.8213,0.02623,0.5155,4.117,4.1571,0.07483,17.301,562.88,67.17,0.7222,2.1106,3.3733,0.4928,10.263,535.2,112.75,2.5168,11031.93,3.4644,0.3952,0.10385,0.031105,2158.6,47.59,6.2350,0.2508,1.3419,0.608,4.325,7.896,0.011469,0.5888,19.102,0.01995,0.4791,0.2853
2.646,0.8204,15.106,0.95125,1.3511,0.15435,0.3881,2.345,5.214,0.2669,2.4072,0.10207,237.61,2.212,28.275,0.005795,1.2721,5.244,116.49,18028.6,63.44,364.40,0.1456,0.2226,0.3320,0.002652,0.8304,0.02625,0.5181,4.212,4.2107,0.07530,17.423,566.82,67.52,0.7168,2.1196,3.4301,0.4901,10.375,539.7,113.57,2.5566,11054.01,3.4876,0.3982,0.10361,0.031866,2179.0,47.90,6.2899,0.2530,1.3628,0.607,4.346,7.933,0.011630,0.5917,19.239,0.02042,0.4831,0.2936
2.638,0.8188,15.197,0.95990,1.3632,0.15461,0.3890,2.340,5.162,0.2679,2.4042,0.10208,238.14,2.197,28.362,0.005803,1.2668,5.247,115.84,18033.8,63.63,365.23,0.1452,0.2223,0.3301,0.002654,0.8322,0.02632,0.5254,4.291,4.1898,0.07528,17.389,568.01,67.34,0.7188,2.1919,3.3904,0.4862,10.371,543.2,113.45,2.5468,11072.00,3.4797,0.3994,0.10400,0.031986,2248.2,47.92,6.3826,0.2530,1.3581,0.609,4.247,7.917,0.011575,0.5933,19.943,0.02020,0.4895,0.2930
2.642,0.8274,15.174,0.96092,1.3665,0.15436,0.3897,2.331,5.155,0.2697,2.3915,0.10130,237.33,2.197,28.373,0.005798,1.2748,5.249,115.66,18048.9,63.53,365.04,0.1434,0.2218,0.3286,0.002651,0.8320,0.02626,0.5145,4.274,4.2356,0.07503,17.394,566.60,67.33,0.7143,2.1880,3.3806,0.4843,10.386,546.2,115.40,2.5363,11050.47,3.4839,0.3984,0.10283,0.031639,2294.6,47.80,6.4073,0.2530,1.3587,0.621,4.257,7.903,0.011471,0.5916,20.861,0.02014,0.4976,0.2926
2.648,0.8324,15.215,0.97139,1.3654,0.15654,0.3932,2.340,5.208,0.2722,2.4078,0.10388,238.24,2.209,28.527,0.005874,1.2922,5.287,115.83,18468.8,64.01,367.09,0.1461,0.2226,0.3286,0.002661,0.8443,0.02647,0.5313,4.304,4.2137,0.07561,17.686,569.43,67.72,0.7181,2.2447,3.4032,0.4911,10.589,552.0,116.25,2.5535,11077.00,3.5327,0.4015,0.10370,0.032190,2311.5,48.00,6.4517,0.2538,1.3611,0.631,4.311,7.941,0.011707,0.6032,21.124,0.02030,0.4976,0.2979
2.674,0.8196,15.178,0.97177,1.3669,0.15609,0.3950,2.335,5.235,0.2718,2.4081,0.10316,239.50,2.209,28.815,0.005849,1.2969,5.295,116.05,18370.2,64.57,368.42,0.1461,0.2225,0.3264,0.002662,0.8438,0.02650,0.5539,4.283,4.1506,0.07531,17.569,568.65,68.00,0.7155,2.2309,3.3623,0.4905,10.520,549.3,116.63,2.5438,11084.01,3.5095,0.3997,0.10708,0.031798,2250.9,48.02,6.4640,0.2538,1.3582,0.620,4.299,7.920,0.011769,0.6044,21.129,0.02020,0.4976,0.2909
2.695,0.8581,15.573,0.98113,1.3845,0.15902,0.4026,2.374,5.327,0.2738,2.4193,0.10586,242.05,2.264,29.004,0.005909,1.3195,5.359,116.69,19051.5,64.91,376.15,0.1526,0.2264,0.3309,0.002694,0.8582,0.02690,0.5634,4.321,4.2185,0.07681,17.972,571.30,68.88,0.7280,2.2665,3.5913,0.5095,10.740,565.5,117.65,2.5859,11390.93,3.6101,0.4072,0.11372,0.031986,2408.1,49.01,6.6729,0.2560,1.3914,0.634,4.461,8.023,0.011915,0.6078,21.213,0.02062,0.4976,0.2931
2.699,0.8388,15.722,0.98015,1.3886,0.15781,0.4057,2.371,5.334,0.2734,2.4177,0.10683,243.98,2.274,28.994,0.005913,1.3277,5.368,116.21,18996.3,64.97,376.59,0.1562,0.2273,0.3345,0.002683,0.8649,0.02731,0.5687,4.379,4.2247,0.07722,18.024,583.90,68.90,0.7307,2.3151,3.5625,0.5122,10.756,568.2,118.19,2.5812,11413.28,3.6046,0.4081,0.11522,0.031966,2422.6,49.98,6.7743,0.2575,1.4072,0.638,4.438,8.060,0.011935,0.6131,21.749,0.02046,0.4976,0.2959
2.699,0.8346,15.461,0.98034,1.3832,0.15665,0.4070,2.355,5.305,0.2728,2.4260,0.10598,244.28,2.263,28.903,0.005880,1.3687,5.338,116.57,18696.2,65.11,375.96,0.1531,0.2273,0.3296,0.002682,0.8636,0.02709,0.5801,4.353,4.1956,0.07710,18.042,584.14,68.74,0.7285,2.2860,3.5391,0.5060,10.671,562.7,116.67,2.5379,11404.28,3.6179,0.4077,0.11519,0.031858,2376.7,49.89,6.6115,0.2569,1.3902,0.620,4.440,8.021,0.011838,0.6107,21.570,0.02048,0.4976,0.3041
2.686,0.8105,15.363,0.97035,1.3641,0.15505,0.4009,2.332,5.244,0.2699,2.4124,0.10494,242.18,2.238,28.737,0.005801,1.3564,5.306,116.34,18155.4,64.47,374.22,0.1493,0.2245,0.3254,0.002670,0.8483,0.02679,0.5563,4.311,4.0509,0.07658,17.864,576.53,68.50,0.7209,2.2129,3.4555,0.4996,10.557,551.6,114.00,2.4897,11374.78,3.6916,0.4017,0.11189,0.031272,2315.5,49.60,6.4777,0.2563,1.3735,0.602,4.384,7.943,0.011681,0.6026,20.922,0.02020,0.4976,0.2982
2.680,0.8142,15.406,0.96933,1.3654,0.15551,0.3980,2.335,5.242,0.2699,2.4139,0.10527,242.24,2.249,28.802,0.005854,1.3602,5.299,116.85,17690.5,64.74,374.81,0.1488,0.2255,0.3292,0.002672,0.8478,0.02677,0.5615,4.335,4.0350,0.07670,17.880,582.64,68.58,0.7236,2.2408,3.4556,0.5059,10.580,551.4,115.06,2.5237,11354.27,3.7053,0.4021,0.11401,0.032028,2307.0,49.53,6.5385,0.2560,1.3670,0.607,4.371,7.905,0.011664,0.6057,21.162,0.02020,0.4976,0.2910
2.691,0.8319,15.537,0.97895,1.3877,0.15746,0.4010,2.352,5.291,0.2715,2.4367,0.10684,244.58,2.271,28.804,0.005895,1.4233,5.323,117.83,18200.3,65.88,375.06,0.1535,0.2273,0.3333,0.002693,0.8634,0.02696,0.5698,4.387,4.1183,0.07709,17.940,591.44,68.97,0.7370,2.2641,3.5265,0.5176,10.679,562.6,116.54,2.5359,11381.99,3.8224,0.4069,0.11788,0.032942,2457.9,49.77,6.6081,0.2564,1.3923,0.613,4.402,7.971,0.011756,0.6059,21.621,0.02037,0.4976,0.2982
2.690,0.8285,15.602,0.98362,1.3822,0.15754,0.4029,2.382,5.295,0.2725,2.5233,0.10777,243.60,2.268,28.838,0.005888,1.4235,5.317,117.57,18060.5,65.85,375.74,0.1564,0.2277,0.3311,0.002684,0.8682,0.02703,0.5897,4.360,4.1171,0.07720,18.194,591.95,68.86,0.7364,2.2799,3.5000,0.5334,10.717,561.5,117.12,2.5695,11376.34,3.8042,0.4076,0.11756,0.033101,2398.8,49.66,6.6429,0.2567,1.3858,0.612,4.423,8.015,0.011804,0.6098,21.653,0.02021,0.4976,0.2967
2.669,0.7950,15.404,0.97119,1.3672,0.15671,0.3994,2.359,5.271,0.2701,2.4434,0.10642,240.12,2.238,28.566,0.005791,1.4114,5.291,117.46,17720.4,64.64,372.33,0.1530,0.2251,0.3268,0.002674,0.8565,0.02675,0.5767,4.298,4.0878,0.07686,17.964,584.28,68.34,0.7265,2.2532,3.4081,0.5381,10.605,551.3,115.92,2.5531,11320.02,3.8191,0.3983,0.11837,0.031903,2309.9,49.37,6.5263,0.2550,1.3715,0.587,4.349,7.980,0.011570,0.6007,21.266,0.01962,0.4976,0.2944
2.664,0.7858,15.280,0.96016,1.3116,0.15508,0.3962,2.341,5.257,0.2684,2.4181,0.10658,240.33,2.238,28.399,0.005786,1.3922,5.300,117.09,17200.0,64.13,372.40,0.1523,0.2232,0.3230,0.002669,0.8413,0.02668,0.5761,4.258,4.0795,0.07645,17.818,581.34,68.16,0.7231,2.2249,3.4045,0.5275,10.485,543.9,115.30,2.5123,11315.06,3.7898,0.3922,0.11720,0.031504,2248.2,49.09,6.4180,0.2550,1.3447,0.585,4.311,7.906,0.011588,0.5956,20.298,0.01949,0.4976,0.2842
2.669,0.7750,15.246,0.96555,1.3088,0.15526,0.3967,2.342,5.268,0.2694,2.4285,0.10717,241.07,2.240,28.491,0.005803,1.4127,5.303,116.98,17088.5,64.31,372.39,0.1504,0.2235,0.3232,0.002673,0.8417,0.02675,0.5755,4.236,4.1107,0.07705,17.903,582.91,68.29,0.7258,2.2386,3.3843,0.5231,10.559,543.2,114.97,2.5003,11317.25,3.7269,0.3940,0.11704,0.031926,2185.1,49.25,6.4887,0.2556,1.3417,0.580,4.317,7.877,0.011648,0.5967,20.329,0.01950,0.4976,0.2811
2.674,0.7845,15.298,0.96611,1.3189,0.15581,0.3976,2.356,5.284,0.2700,2.4456,0.10964,241.50,2.238,28.653,0.005823,1.4257,5.370,117.41,17251.5,64.74,374.08,0.1499,0.2241,0.3243,0.002680,0.8482,0.02694,0.5766,4.195,4.1307,0.07748,18.091,586.27,68.61,0.7304,2.2627,3.3900,0.5335,10.596,545.2,115.97,2.5120,11345.23,3.7250,0.3962,0.11791,0.032255,2243.1,49.40,6.5209,0.2557,1.3378,0.582,4.327,7.909,0.011730,0.5965,20.574,0.01981,0.4976,0.2810
2.694,0.7827,15.327,0.96800,1.3216,0.15723,0.3982,2.354,5.325,0.2745,2.4330,0.10883,242.14,2.259,28.670,0.005843,1.4603,5.389,117.16,17329.6,64.88,374.56,0.1483,0.2251,0.3270,0.002681,0.8554,0.02703,0.5775,4.226,4.1314,0.07803,18.050,592.04,68.57,0.7319,2.2721,3.4270,0.5297,10.621,549.8,115.42,2.5274,11357.70,3.7370,0.3976,0.12270,0.032450,2285.4,49.99,6.6143,0.2589,1.3689,0.587,4.331,7.942,0.011876,0.6051,20.773,0.02012,0.4976,0.2834
2.692,0.7729,15.225,0.97633,1.3183,0.15926,0.3994,2.349,5.297,0.2741,2.4390,0.10874,241.25,2.255,28.646,0.005860,1.4672,5.365,116.66,17197.5,65.33,373.89,0.1474,0.2250,0.3272,0.002678,0.8576,0.02706,0.6008,4.248,4.0953,0.07803,18.076,595.86,68.63,0.7594,2.2878,3.3980,0.5577,10.600,549.0,116.20,2.5181,11352.42,3.6948,0.3969,0.12548,0.032369,2247.7,49.69,6.5636,0.2575,1.3598,0.587,4.316,7.939,0.011873,0.6018,20.674,0.02008,0.4976,0.2817
2.675,0.7643,15.176,0.97092,1.3116,0.15901,0.3967,2.343,5.262,0.2736,2.4237,0.10825,240.24,2.247,28.480,0.005811,1.4555,5.331,116.42,17166.8,65.02,372.89,0.1497,0.2244,0.3267,0.002671,0.8665,0.02686,0.5979,4.298,4.2081,0.07786,17.830,593.90,68.38,0.7520,2.2747,3.3565,0.5526,10.541,548.0,116.44,2.5065,11352.85,3.6816,0.3972,0.12425,0.032085,2244.9,49.55,6.5408,0.2582,1.3505,0.592,4.338,7.930,0.011874,0.5987,20.594,0.02012,0.4976,0.2791
2.684,0.7433,15.102,0.96245,1.2950,0.15704,0.3950,2.331,5.292,0.2725,2.4167,0.10782,239.55,2.233,28.464,0.005736,1.4668,5.313,115.49,16617.9,64.48,373.27,0.1449,0.2237,0.3244,0.002663,0.8625,0.02688,0.6164,4.330,4.1112,0.07745,17.785,593.10,68.20,0.7483,2.2774,3.3104,0.5460,10.453,539.7,115.11,2.4621,11336.45,3.6292,0.3941,0.12485,0.031585,2120.1,49.46,6.4279,0.2564,1.3324,0.575,4.291,7.849,0.011716,0.5936,21.269,0.01977,0.4976,0.2745
2.680,0.7543,15.171,0.96782,1.2937,0.15876,0.3981,2.352,5.306,0.2754,2.4378,0.10993,239.75,2.242,28.395,0.005755,1.4865,5.325,115.82,16607.7,64.53,373.33,0.1445,0.2244,0.3258,0.002674,0.8750,0.02688,0.6345,4.366,4.0921,0.07792,17.811,608.72,68.25,0.7559,2.3059,3.3434,0.5587,10.522,544.5,116.68,2.4451,11356.00,3.7828,0.4000,0.12683,0.031989,2146.1,49.35,6.4182,0.2565,1.3421,0.577,4.326,7.892,0.011775,0.5962,22.149,0.01993,0.4976,0.2798
2.680,0.7643,15.272,0.97355,1.3039,0.15947,0.4008,2.358,5.440,0.2746,2.4382,0.10862,240.18,2.262,28.415,0.005852,1.4870,5.337,116.37,16830.1,64.52,374.39,0.1459,0.2249,0.3291,0.002687,0.8820,0.02694,0.6250,4.482,4.0966,0.07805,17.940,611.89,68.35,0.7575,2.3082,3.3604,0.5677,10.580,549.0,117.54,2.4607,11365.00,3.7973,0.4030,0.12793,0.032600,2150.3,49.37,6.5146,0.2573,1.3437,0.581,4.304,7.919,0.011782,0.5977,22.464,0.02005,0.4976,0.2789
2.677,0.7509,15.232,0.97395,1.3012,0.15968,0.4013,2.352,5.418,0.2741,2.4309,0.10835,239.87,2.245,28.342,0.005798,1.4732,5.322,116.55,16650.0,64.83,373.96,0.1443,0.2244,0.3285,0.002683,0.8875,0.02679,0.6169,4.391,4.0466,0.07806,17.948,609.80,68.43,0.7599,2.3078,3.3350,0.5702,10.629,545.7,116.48,2.4505,11353.93,3.7305,0.4012,0.12719,0.032470,2074.9,49.24,6.5453,0.2567,1.3381,0.578,4.317,7.877,0.011748,0.5974,22.232,0.02031,0.4976,0.2756
2.671,0.7553,15.336,0.97814,1.2971,0.16071,0.4025,2.357,5.637,0.2776,2.4425,0.10778,239.75,2.244,28.421,0.005835,1.4725,5.320,116.57,16522.4,66.16,374.69,0.1457,0.2241,0.3326,0.002685,0.9344,0.02680,0.6267,4.415,4.0183,0.07816,18.008,606.30,68.72,0.7702,2.3231,3.3383,0.5630,10.617,545.4,116.53,2.4602,11365.00,3.7586,0.4034,0.12858,0.032393,2058.1,49.29,6.5392,0.2566,1.3351,0.575,4.306,7.903,0.011769,0.5952,22.933,0.02030,0.4976,0.2780
2.674,0.7599,15.425,0.99016,1.2901,0.16117,0.4034,2.349,5.601,0.2759,2.4447,0.10777,240.02,2.246,28.503,0.005837,1.4648,5.307,116.88,16397.2,66.77,375.38,0.1454,0.2236,0.3376,0.002691,0.9455,0.02679,0.6358,4.381,4.0383,0.07832,17.920,603.17,68.97,0.7666,2.3304,3.3608,0.5685,10.683,546.5,115.58,2.4687,11368.26,3.7279,0.4051,0.12748,0.032276,2071.5,49.50,6.6453,0.2573,1.3404,0.568,4.322,7.905,0.011630,0.5956,24.010,0.02011,0.4976,0.2782
2.668,0.7696,15.400,0.99463,1.2993,0.16383,0.4025,2.340,5.654,0.2754,2.4435,0.10686,239.35,2.232,28.378,0.005836,1.4627,5.295,116.30,16420.0,67.36,374.39,0.1453,0.2234,0.3316,0.002682,0.9365,0.02685,0.6432,4.374,4.0515,0.07830,17.819,607.30,68.71,0.7781,2.3360,3.3715,0.5660,10.632,547.1,116.28,2.4603,11346.00,3.6976,0.4055,0.12895,0.032265,2088.2,49.26,6.5700,0.2564,1.3233,0.560,4.311,7.913,0.011604,0.5936,24.900,0.02004,0.4976,0.2795
2.643,0.7476,15.109,0.97146,1.2566,0.15980,0.3953,2.298,5.542,0.2725,2.4242,0.10495,237.41,2.210,28.359,0.005773,1.4625,5.277,115.54,15991.5,66.82,370.68,0.1408,0.2202,0.3267,0.002662,0.9168,0.02644,0.6388,4.287,4.0142,0.07733,17.538,587.21,68.00,0.7649,2.2553,3.2959,0.5349,10.514,534.6,113.83,2.4070,11294.79,3.6268,0.3928,0.12565,0.031301,2007.3,48.93,6.4028,0.2541,1.2846,0.557,4.262,7.774,0.011407,0.5856,24.598,0.01978,0.4976,0.2647
2.645,0.7297,14.946,0.95780,1.2340,0.15736,0.3905,2.296,5.519,0.2729,2.4205,0.10540,237.62,2.203,28.126,0.005772,1.3827,5.286,115.26,15356.9,66.87,370.46,0.1376,0.2194,0.3204,0.002658,0.9042,0.02621,0.6098,4.169,3.9765,0.07749,17.502,582.69,67.95,0.7525,2.1972,3.2392,0.5174,10.323,523.3,112.07,2.3844,11303.00,3.5814,0.3903,0.12139,0.030736,1952.7,48.88,6.2908,0.2540,1.2724,0.540,4.242,7.698,0.011390,0.5854,23.289,0.01952,0.4976,0.2571
2.658,0.7290,15.081,0.96359,1.2511,0.15935,0.3928,2.309,5.616,0.2750,2.4430,0.10656,239.42,2.220,28.183,0.005833,1.3978,5.321,115.85,15773.2,68.02,372.82,0.1402,0.2203,0.3230,0.002673,0.9281,0.02642,0.6232,4.198,4.0207,0.07778,17.656,585.44,68.55,0.7623,2.2363,3.2796,0.5147,10.419,529.9,113.29,2.4089,11366.84,3.6395,0.3936,0.12544,0.031183,2008.9,49.21,6.3283,0.2555,1.2912,0.545,4.269,7.760,0.011636,0.5909,23.983,0.01975,0.4976,0.2573
2.661,0.7209,14.982,0.95002,1.2490,0.15871,0.3912,2.308,5.535,0.2750,2.4432,0.10596,239.25,2.213,28.110,0.005797,1.3853,5.325,115.88,15632.5,68.81,373.15,0.1393,0.2190,0.3201,0.002670,0.9273,0.02644,0.6151,4.178,4.0054,0.07768,17.591,584.75,68.85,0.7571,2.2131,3.2674,0.5182,10.396,526.8,112.32,2.3752,11356.76,3.6092,0.3930,0.12314,0.030619,2009.0,49.28,6.2588,0.2557,1.2853,0.545,4.261,7.734,0.011519,0.5921,23.409,0.01968,0.4976,0.2559
2.648,0.6994,14.874,0.93937,1.2357,0.15637,0.3875,2.297,5.474,0.2723,2.4395,0.10437,238.60,2.210,27.980,0.005727,1.3636,5.304,115.33,15415.6,67.72,370.85,0.1359,0.2174,0.3184,0.002657,0.9027,0.02631,0.5995,4.124,3.9946,0.07702,17.423,578.68,68.35,0.7473,2.1924,3.2103,0.5122,10.287,522.2,112.58,2.3488,11332.17,3.5650,0.3906,0.11923,0.030187,1997.4,49.17,6.2097,0.2541,1.2854,0.531,4.209,7.632,0.011394,0.5872,23.429,0.01944,0.4976,0.2493
2.650,0.6995,14.778,0.93434,1.2264,0.15725,0.3883,2.296,5.494,0.2727,2.4398,0.10493,238.22,2.230,28.003,0.005722,1.3702,5.320,115.56,15210.2,67.58,371.35,0.1341,0.2171,0.3174,0.002660,0.9088,0.02633,0.6007,4.112,4.0167,0.07735,17.383,579.69,68.78,0.7478,2.1749,3.2065,0.5143,10.225,520.4,112.15,2.3589,11323.04,3.5359,0.3909,0.11942,0.030284,1980.3,49.18,6.2870,0.2546,1.2880,0.530,4.195,7.594,0.011427,0.5863,23.512,0.01960,0.4976,0.2492
2.660,0.7130,14.967,0.93939,1.2273,0.15895,0.3901,2.316,5.582,0.2757,2.4422,0.10618,239.68,2.252,28.090,0.005874,1.3911,5.350,116.21,15414.9,68.20,372.00,0.1340,0.2180,0.3221,0.002672,0.9150,0.02648,0.6138,4.113,4.0855,0.07783,17.502,583.07,69.32,0.7563,2.1860,3.2401,0.5228,10.331,524.5,113.22,2.3678,11339.01,3.6130,0.3960,0.12012,0.030960,2002.0,49.76,6.3533,0.2557,1.2990,0.535,4.208,7.653,0.011521,0.5914,23.790,0.01980,0.4976,0.2539
2.665,0.7252,15.032,0.94759,1.2500,0.15954,0.3910,2.317,5.681,0.2762,2.4496,0.10667,239.64,2.239,28.176,0.005840,1.4036,5.349,116.86,16278.3,67.99,372.83,0.1352,0.2182,0.3230,0.002677,0.9225,0.02644,0.6156,4.157,4.0749,0.07764,17.634,586.38,69.57,0.7625,2.2562,3.2666,0.5249,10.409,534.1,113.10,2.3795,11358.96,3.6249,0.3991,0.12137,0.031126,2206.0,49.77,6.3325,0.2557,1.3013,0.543,4.216,7.702,0.011542,0.5899,23.662,0.01983,0.4976,0.2613
2.664,0.7312,14.949,0.94892,1.2540,0.15923,0.3908,2.322,5.693,0.2757,2.4507,0.10587,239.27,2.235,28.082,0.005824,1.3997,5.338,117.20,16414.0,67.41,372.28,0.1369,0.2181,0.3224,0.002682,0.9208,0.02645,0.6127,4.172,4.0870,0.07751,17.670,588.37,69.60,0.7553,2.2481,3.3112,0.5213,10.397,535.4,112.66,2.3907,11353.96,3.5925,0.3993,0.12025,0.030901,2196.5,49.73,6.3572,0.2559,1.3048,0.550,4.209,7.722,0.011645,0.5897,23.968,0.01993,0.4976,0.2628
2.660,0.7405,15.029,0.94998,1.2632,0.16066,0.3912,2.330,5.683,0.2769,2.4494,0.10653,239.03,2.235,28.168,0.005830,1.4030,5.339,120.08,16870.6,68.60,372.35,0.1384,0.2189,0.3232,0.002679,0.9311,0.02649,0.6104,4.174,4.0772,0.07778,17.697,589.37,70.18,0.7568,2.3005,3.3690,0.5240,10.478,540.8,113.49,2.4182,11348.95,3.6035,0.4012,0.12152,0.030890,2209.7,49.72,6.4121,0.2556,1.3100,0.560,4.230,7.737,0.011636,0.5882,23.906,0.02005,0.4976,0.2628
2.664,0.7629,15.034,0.94163,1.2666,0.16216,0.3916,2.323,5.738,0.2767,2.4515,0.10560,238.84,2.239,28.207,0.005826,1.4023,5.344,124.32,16864.0,69.06,373.03,0.1412,0.2182,0.3233,0.002694,0.9374,0.02646,0.6005,4.195,4.0590,0.07780,17.641,591.49,70.65,0.7607,2.3500,3.3689,0.5234,10.479,542.3,113.99,2.4211,11356.49,3.6268,0.4015,0.12359,0.030900,2229.6,49.58,6.4770,0.2568,1.3220,0.561,4.250,7.730,0.011660,0.5850,24.191,0.02035,0.4976,0.2605
2.680,0.7765,15.274,0.96168,1.3247,0.16454,0.3951,2.342,5.749,0.2777,2.4590,0.10807,239.52,2.250,28.356,0.005948,1.4424,5.413,123.35,17211.7,69.59,377.10,0.1424,0.2209,0.3262,0.002700,0.9479,0.02666,0.6194,4.280,4.1604,0.07807,17.870,594.82,71.00,0.7740,2.4104,3.4333,0.5429,10.667,553.1,115.45,2.4407,11399.33,3.6917,0.4051,0.12717,0.031580,2304.9,50.66,6.6090,0.2577,1.3410,0.565,4.320,7.844,0.011771,0.5906,24.698,0.02043,0.4976,0.2706
2.671,0.7623,15.239,0.95755,1.2938,0.16298,0.3912,2.335,5.827,0.2766,2.4580,0.10782,241.82,2.237,28.397,0.005981,1.4478,5.370,123.30,16742.7,69.75,374.62,0.1405,0.2197,0.3217,0.002682,0.9390,0.02656,0.6248,4.194,4.0729,0.07779,17.758,588.22,71.12,0.7566,2.3829,3.3663,0.5458,10.598,545.9,114.21,2.4539,11375.46,3.6583,0.4035,0.12488,0.031399,2256.1,50.26,6.5478,0.2573,1.3235,0.559,4.282,7.801,0.011768,0.5871,24.298,0.02010,0.4976,0.2641
2.661,0.7424,15.053,0.95271,1.2781,0.16139,0.3895,2.311,5.748,0.2770,2.4294,0.10645,239.01,2.220,28.300,0.005915,1.4211,5.334,122.25,16295.3,69.04,372.41,0.1376,0.2171,0.3187,0.002675,0.9298,0.02648,0.6209,4.138,4.0519,0.07742,17.559,581.40,70.59,0.7495,2.3601,3.3100,0.5432,10.540,538.3,113.72,2.3922,11356.83,3.6243,0.3986,0.12369,0.030819,2183.5,49.72,6.4843,0.2569,1.3002,0.552,4.257,7.729,0.011632,0.5809,23.517,0.01988,0.4976,0.2584
2.667,0.7587,15.200,0.95134,1.2903,0.16169,0.3882,2.320,5.750,0.2795,2.4363,0.10736,239.31,2.225,28.571,0.005965,1.4253,5.351,123.36,16453.5,69.46,372.83,0.1388,0.2179,0.3212,0.002677,0.9277,0.02652,0.6176,4.156,4.0532,0.07726,17.630,584.17,70.75,0.7553,2.4532,3.3297,0.5495,10.555,541.3,113.21,2.4091,11368.38,3.6248,0.4009,0.12387,0.031060,2191.3,49.90,6.5201,0.2568,1.3102,0.565,4.263,7.758,0.011591,0.5803,23.728,0.02007,0.4976,0.2604
2.667,0.7530,15.222,0.95158,1.2836,0.16101,0.3886,2.314,5.760,0.2819,2.4177,0.10676,240.23,2.229,28.512,0.005946,1.4049,5.321,122.99,16619.8,69.55,373.26,0.1383,0.2192,0.3263,0.002672,0.9324,0.02641,0.6119,4.160,4.0289,0.07707,17.650,588.03,71.08,0.7520,2.4526,3.3170,0.5613,10.505,542.3,113.57,2.4068,11379.37,3.6285,0.4025,0.12213,0.031018,2214.6,50.64,6.5239,0.2567,1.3029,0.564,4.232,7.760,0.011537,0.5854,24.247,0.02008,0.4976,0.2618
2.678,0.7644,15.264,0.95515,1.2785,0.16261,0.3899,2.331,5.981,0.2820,2.4432,0.10789,240.11,2.257,28.464,0.005963,1.4116,5.346,124.22,16851.6,70.56,375.27,0.1396,0.2197,0.3281,0.002679,0.9440,0.02652,0.6073,4.209,4.0316,0.07739,17.733,591.37,71.35,0.7515,2.4721,3.3186,0.5483,10.601,545.7,113.64,2.4213,11404.69,3.6228,0.4051,0.12205,0.031677,2225.4,50.76,6.6047,0.2573,1.3113,0.570,4.247,7.782,0.011580,0.5875,24.399,0.02028,0.4976,0.2619
